Num,Name,Rest Num,Time (Normal),Time (Min),Day,Day (Encoding),Orders,Wait
5734,Curry Up Now,2,11:34,694,Sunday,6,4,10
5735,Izakaya Underbelly,11,20:44,1244,Monday,0,2,22
5736,Panda Express,1,14:36,876,Sunday,6,1,3
5737,Panda Express,1,9:06,546,Tuesday,1,1,3
5738,Burger King,0,23:59,1439,Friday,4,1,7
5739,Sixty-Four North,9,12:36,756,Wednesday,2,4,26
5740,Burger King,0,11:39,699,Wednesday,2,4,15
5741,Roots,12,15:08,908,Monday,0,2,26
5742,Croutons,3,12:49,769,Monday,0,2,21
5743,Roots,12,15:51,951,Sunday,6,2,20
5744,Croutons,3,11:02,662,Friday,4,3,23
5745,Sixty-Four North,9,14:12,852,Saturday,5,1,15
5746,Blue Pepper,10,18:59,1139,Saturday,5,2,20
5747,Seed + Sprout,8,8:26,506,Wednesday,2,0,10
5748,Curry Up Now,2,10:15,615,Tuesday,1,1,4
5749,Bistro,13,18:59,1139,Tuesday,1,3,32
5750,Canyon Vista,14,8:58,538,Friday,4,0,8
5751,Lemongrass,6,13:08,788,Wednesday,2,2,39
5752,Izakaya Underbelly,11,18:53,1133,Thursday,3,2,23
5753,Izakaya Underbelly,11,14:44,884,Friday,4,3,21
5754,Taco Villa,4,10:48,648,Friday,4,1,6
5755,Santorini,7,8:54,534,Saturday,5,3,17
5756,Seed + Sprout,8,12:31,751,Monday,0,5,39
5757,Santorini,7,16:55,1015,Friday,4,1,18
5758,Bistro,13,14:21,861,Thursday,3,1,25
5759,Lemongrass,6,19:31,1171,Friday,4,4,38
5760,Lemongrass,6,11:50,710,Friday,4,3,30
5761,Blue Pepper,10,19:14,1154,Saturday,5,4,27
5762,Lemongrass,6,19:20,1160,Wednesday,2,3,31
5763,Canyon Vista,14,17:32,1052,Friday,4,2,14
5764,Curry Up Now,2,16:01,961,Wednesday,2,1,6
5765,Seed + Sprout,8,9:47,587,Tuesday,1,1,18
5766,Burger King,0,19:29,1169,Wednesday,2,2,7
5767,Canyon Vista,14,12:35,755,Tuesday,1,3,29
5768,Caroline's,5,8:06,486,Sunday,6,1,8
5769,Lemongrass,6,17:27,1047,Sunday,6,2,22
5770,Seed + Sprout,8,9:10,550,Wednesday,2,2,17
5771,Caroline's,5,10:21,621,Sunday,6,2,16
5772,Lemongrass,6,9:47,587,Tuesday,1,0,19
5773,Caroline's,5,13:16,796,Wednesday,2,3,20
5774,Canyon Vista,14,19:06,1146,Monday,0,1,5
5775,Sixty-Four North,9,14:45,885,Monday,0,1,18
5776,Lemongrass,6,14:44,884,Tuesday,1,3,28
5777,Roots,12,20:18,1218,Friday,4,2,26
5778,Burger King,0,7:38,458,Sunday,6,2,6
5779,Caroline's,5,11:00,660,Friday,4,2,17
5780,Canyon Vista,14,20:45,1245,Thursday,3,0,5
5781,Curry Up Now,2,21:53,1313,Thursday,3,5,15
5782,Croutons,3,12:49,769,Monday,0,3,19
5783,Sixty-Four North,9,12:24,744,Saturday,5,4,20
5784,Taco Villa,4,17:37,1057,Tuesday,1,2,18
5785,Taco Villa,4,13:28,808,Monday,0,5,21
5786,Seed + Sprout,8,12:20,740,Friday,4,4,27
5787,Taco Villa,4,16:14,974,Sunday,6,3,14
5788,Sixty-Four North,9,12:40,760,Thursday,3,5,29
5789,Curry Up Now,2,21:51,1311,Monday,0,2,8
5790,Bistro,13,13:40,820,Thursday,3,2,30
5791,Burger King,0,19:48,1188,Sunday,6,1,5
5792,Burger King,0,12:10,730,Wednesday,2,4,8
5793,Canyon Vista,14,10:53,653,Saturday,5,0,4
5794,Santorini,7,20:09,1209,Thursday,3,2,13
5795,Lemongrass,6,9:17,557,Saturday,5,1,30
5796,Lemongrass,6,14:24,864,Friday,4,2,33
5797,Santorini,7,14:22,862,Wednesday,2,3,21
5798,Panda Express,1,9:53,593,Friday,4,1,2
5799,Panda Express,1,11:08,668,Thursday,3,1,3
5800,Caroline's,5,13:59,839,Sunday,6,1,18
5801,Curry Up Now,2,11:15,675,Wednesday,2,3,10
5802,Bistro,13,14:31,871,Friday,4,1,21
5803,Caroline's,5,9:33,573,Saturday,5,1,15
5804,Canyon Vista,14,17:23,1043,Saturday,5,3,22
5805,Sixty-Four North,9,13:19,799,Wednesday,2,4,24
5806,Taco Villa,4,19:29,1169,Friday,4,4,18
5807,Lemongrass,6,17:01,1021,Wednesday,2,2,25
5808,Bistro,13,18:42,1122,Saturday,5,4,29
5809,Seed + Sprout,8,12:56,776,Sunday,6,4,23
5810,Sixty-Four North,9,14:49,889,Saturday,5,3,18
5811,Roots,12,9:30,570,Monday,0,0,20
5812,Croutons,3,13:20,800,Friday,4,5,26
5813,Roots,12,10:31,631,Tuesday,1,1,21
5814,Lemongrass,6,16:43,1003,Friday,4,3,33
5815,Curry Up Now,2,16:28,988,Friday,4,2,7
5816,Curry Up Now,2,17:35,1055,Saturday,5,5,13
5817,Panda Express,1,15:41,941,Wednesday,2,0,2
5818,Caroline's,5,12:35,755,Monday,0,3,22
5819,Izakaya Underbelly,11,14:46,886,Wednesday,2,4,28
5820,Lemongrass,6,11:47,707,Thursday,3,6,46
5821,Bistro,13,13:27,807,Saturday,5,4,29
5822,Curry Up Now,2,13:14,794,Sunday,6,5,12
5823,Roots,12,13:45,825,Sunday,6,0,15
5824,Croutons,3,14:16,856,Monday,0,2,19
5825,Curry Up Now,2,16:06,966,Friday,4,1,7
5826,Caroline's,5,10:53,653,Sunday,6,1,9
5827,Lemongrass,6,13:41,821,Thursday,3,2,25
5828,Canyon Vista,14,20:19,1219,Thursday,3,1,14
5829,Sixty-Four North,9,11:40,700,Tuesday,1,4,21
5830,Blue Pepper,10,12:36,756,Tuesday,1,4,30
5831,Canyon Vista,14,10:08,608,Saturday,5,0,9
5832,Blue Pepper,10,17:07,1027,Friday,4,3,26
5833,Bistro,13,12:58,778,Sunday,6,4,24
5834,Lemongrass,6,14:18,858,Monday,0,2,36
5835,Caroline's,5,11:02,662,Sunday,6,1,15
5836,Seed + Sprout,8,15:04,904,Wednesday,2,3,32
5837,Lemongrass,6,17:08,1028,Tuesday,1,1,22
5838,Lemongrass,6,13:23,803,Thursday,3,5,32
5839,Curry Up Now,2,21:09,1269,Monday,0,2,9
5840,Roots,12,14:19,859,Tuesday,1,3,27
5841,Lemongrass,6,17:40,1060,Sunday,6,2,27
5842,Taco Villa,4,13:31,811,Wednesday,2,3,15
5843,Roots,12,10:11,611,Sunday,6,3,24
5844,Seed + Sprout,8,17:31,1051,Tuesday,1,1,15
5845,Canyon Vista,14,7:50,470,Monday,0,2,19
5846,Panda Express,1,12:19,739,Tuesday,1,4,6
5847,Panda Express,1,13:44,824,Monday,0,3,5
5848,Taco Villa,4,13:00,780,Saturday,5,3,9
5849,Blue Pepper,10,15:55,955,Saturday,5,2,22
5850,Taco Villa,4,15:33,933,Friday,4,2,14
5851,Izakaya Underbelly,11,15:43,943,Tuesday,1,2,18
5852,Blue Pepper,10,13:40,820,Wednesday,2,3,23
5853,Canyon Vista,14,7:19,439,Thursday,3,3,21
5854,Blue Pepper,10,16:16,976,Friday,4,2,27
5855,Panda Express,1,12:24,744,Friday,4,3,4
5856,Curry Up Now,2,10:15,615,Saturday,5,3,9
5857,Santorini,7,19:42,1182,Saturday,5,4,24
5858,Taco Villa,4,10:58,658,Tuesday,1,2,14
5859,Blue Pepper,10,10:42,642,Sunday,6,2,22
5860,Taco Villa,4,11:01,661,Tuesday,1,3,12
5861,Curry Up Now,2,18:18,1098,Monday,0,2,7
5862,Canyon Vista,14,20:57,1257,Sunday,6,3,16
5863,Croutons,3,12:19,739,Wednesday,2,4,22
5864,Roots,12,13:23,803,Monday,0,5,34
5865,Sixty-Four North,9,14:56,896,Tuesday,1,3,15
5866,Croutons,3,11:00,660,Monday,0,2,18
5867,Bistro,13,17:14,1034,Monday,0,1,20
5868,Curry Up Now,2,21:49,1309,Tuesday,1,4,12
5869,Roots,12,10:57,657,Tuesday,1,2,26
5870,Sixty-Four North,9,13:30,810,Monday,0,5,21
5871,Roots,12,17:33,1053,Tuesday,1,3,25
5872,Izakaya Underbelly,11,18:46,1126,Monday,0,4,31
5873,Canyon Vista,14,14:53,893,Thursday,3,1,15
5874,Taco Villa,4,11:00,660,Sunday,6,2,5
5875,Croutons,3,10:34,634,Sunday,6,2,12
5876,Santorini,7,9:41,581,Tuesday,1,1,13
5877,Taco Villa,4,11:04,664,Tuesday,1,2,11
5878,Roots,12,16:49,1009,Wednesday,2,3,25
5879,Seed + Sprout,8,9:21,561,Tuesday,1,0,13
5880,Caroline's,5,10:36,636,Wednesday,2,2,16
5881,Santorini,7,9:10,550,Tuesday,1,2,10
5882,Taco Villa,4,17:12,1032,Sunday,6,3,12
5883,Seed + Sprout,8,10:43,643,Wednesday,2,1,17
5884,Izakaya Underbelly,11,11:23,683,Wednesday,2,0,17
5885,Panda Express,1,9:30,570,Wednesday,2,0,3
5886,Canyon Vista,14,11:50,710,Thursday,3,4,25
5887,Caroline's,5,11:28,688,Tuesday,1,2,22
5888,Taco Villa,4,13:30,810,Monday,0,4,14
5889,Izakaya Underbelly,11,12:24,744,Saturday,5,3,21
5890,Canyon Vista,14,12:33,753,Tuesday,1,5,28
5891,Taco Villa,4,8:59,539,Tuesday,1,2,16
5892,Croutons,3,14:53,893,Tuesday,1,1,14
5893,Panda Express,1,14:10,850,Friday,4,1,4
5894,Bistro,13,17:40,1060,Friday,4,3,29
5895,Roots,12,13:39,819,Wednesday,2,4,25
5896,Lemongrass,6,12:08,728,Monday,0,3,33
5897,Blue Pepper,10,13:16,796,Tuesday,1,6,43
5898,Curry Up Now,2,21:01,1261,Wednesday,2,3,10
5899,Seed + Sprout,8,16:57,1017,Monday,0,3,22
5900,Sixty-Four North,9,12:07,727,Tuesday,1,5,29
5901,Canyon Vista,14,12:52,772,Wednesday,2,4,27
5902,Canyon Vista,14,15:43,943,Tuesday,1,4,22
5903,Canyon Vista,14,16:09,969,Monday,0,3,19
5904,Santorini,7,9:00,540,Wednesday,2,1,9
5905,Santorini,7,10:51,651,Sunday,6,3,21
5906,Taco Villa,4,11:37,697,Friday,4,3,9
5907,Croutons,3,14:10,850,Monday,0,4,25
5908,Panda Express,1,15:12,912,Friday,4,2,5
5909,Caroline's,5,8:39,519,Thursday,3,4,14
5910,Burger King,0,18:23,1103,Friday,4,1,7
5911,Izakaya Underbelly,11,18:03,1083,Saturday,5,1,10
5912,Curry Up Now,2,21:00,1260,Thursday,3,2,7
5913,Bistro,13,12:46,766,Monday,0,5,38
5914,Croutons,3,13:53,833,Saturday,5,2,11
5915,Lemongrass,6,10:11,611,Saturday,5,3,33
5916,Croutons,3,13:41,821,Wednesday,2,1,11
5917,Bistro,13,11:28,688,Sunday,6,2,23
5918,Canyon Vista,14,17:15,1035,Saturday,5,3,20
5919,Seed + Sprout,8,16:15,975,Wednesday,2,2,23
5920,Santorini,7,12:55,775,Thursday,3,3,22
5921,Sixty-Four North,9,11:13,673,Thursday,3,3,16
5922,Sixty-Four North,9,11:48,708,Monday,0,4,22
5923,Canyon Vista,14,14:13,853,Sunday,6,1,11
5924,Bistro,13,15:14,914,Monday,0,2,22
5925,Caroline's,5,13:45,825,Friday,4,2,19
5926,Izakaya Underbelly,11,17:09,1029,Thursday,3,1,21
5927,Croutons,3,14:48,888,Tuesday,1,0,12
5928,Canyon Vista,14,17:25,1045,Wednesday,2,3,27
5929,Taco Villa,4,15:26,926,Monday,0,1,12
5930,Panda Express,1,15:46,946,Friday,4,0,3
5931,Roots,12,9:17,557,Monday,0,1,19
5932,Izakaya Underbelly,11,12:06,726,Monday,0,4,28
5933,Curry Up Now,2,12:05,725,Tuesday,1,5,15
5934,Seed + Sprout,8,10:52,652,Thursday,3,3,27
5935,Seed + Sprout,8,8:23,503,Sunday,6,1,13
5936,Taco Villa,4,9:26,566,Saturday,5,3,11
5937,Santorini,7,14:57,897,Saturday,5,3,20
5938,Curry Up Now,2,21:23,1283,Wednesday,2,1,7
5939,Panda Express,1,11:34,694,Wednesday,2,3,5
5940,Curry Up Now,2,18:49,1129,Saturday,5,2,7
5941,Curry Up Now,2,20:50,1250,Monday,0,2,9
5942,Lemongrass,6,9:10,550,Wednesday,2,1,17
5943,Lemongrass,6,13:37,817,Saturday,5,1,17
5944,Taco Villa,4,9:54,594,Monday,0,2,7
5945,Izakaya Underbelly,11,13:24,804,Friday,4,3,23
5946,Panda Express,1,10:24,624,Sunday,6,3,4
5947,Canyon Vista,14,18:09,1089,Wednesday,2,2,16
5948,Seed + Sprout,8,9:53,593,Tuesday,1,2,20
5949,Panda Express,1,9:46,586,Wednesday,2,2,3
5950,Santorini,7,10:23,623,Saturday,5,1,7
5951,Canyon Vista,14,20:13,1213,Friday,4,2,15
5952,Izakaya Underbelly,11,20:27,1227,Wednesday,2,2,25
5953,Burger King,0,23:10,1390,Monday,0,3,10
5954,Bistro,13,14:34,874,Thursday,3,1,23
5955,Taco Villa,4,9:06,546,Monday,0,2,17
5956,Seed + Sprout,8,18:26,1106,Saturday,5,3,22
5957,Bistro,13,16:21,981,Sunday,6,1,20
5958,Blue Pepper,10,12:15,735,Tuesday,1,4,34
5959,Caroline's,5,14:15,855,Thursday,3,0,21
5960,Curry Up Now,2,19:04,1144,Saturday,5,3,9
5961,Izakaya Underbelly,11,13:34,814,Tuesday,1,2,22
5962,Taco Villa,4,11:36,696,Friday,4,4,18
5963,Croutons,3,10:26,626,Tuesday,1,2,18
5964,Seed + Sprout,8,16:46,1006,Sunday,6,2,22
5965,Bistro,13,17:22,1042,Friday,4,2,30
5966,Bistro,13,17:37,1057,Tuesday,1,3,31
5967,Burger King,0,22:01,1321,Monday,0,2,4
5968,Santorini,7,8:05,485,Tuesday,1,0,3
5969,Caroline's,5,12:36,756,Friday,4,4,22
5970,Croutons,3,10:03,603,Tuesday,1,3,26
5971,Santorini,7,13:47,827,Saturday,5,0,5
5972,Burger King,0,20:36,1236,Tuesday,1,1,7
5973,Lemongrass,6,15:49,949,Thursday,3,1,22
5974,Izakaya Underbelly,11,16:38,998,Monday,0,2,23
5975,Izakaya Underbelly,11,16:34,994,Saturday,5,3,21
5976,Lemongrass,6,11:30,690,Thursday,3,3,28
5977,Burger King,0,8:53,533,Saturday,5,0,5
5978,Croutons,3,11:41,701,Friday,4,2,20
5979,Curry Up Now,2,21:20,1280,Thursday,3,4,11
5980,Taco Villa,4,16:44,1004,Wednesday,2,2,9
5981,Lemongrass,6,13:18,798,Saturday,5,3,18
5982,Caroline's,5,12:56,776,Monday,0,3,25
5983,Burger King,0,11:36,696,Saturday,5,4,12
5984,Canyon Vista,14,18:02,1082,Thursday,3,2,20
5985,Santorini,7,16:09,969,Monday,0,1,12
5986,Lemongrass,6,17:29,1049,Tuesday,1,1,25
5987,Roots,12,12:25,745,Wednesday,2,4,28
5988,Seed + Sprout,8,11:34,694,Monday,0,4,29
5989,Bistro,13,17:17,1037,Wednesday,2,3,29
5990,Lemongrass,6,19:39,1179,Monday,0,1,29
5991,Bistro,13,16:12,972,Sunday,6,4,26
5992,Canyon Vista,14,13:02,782,Friday,4,5,34
5993,Caroline's,5,11:48,708,Sunday,6,4,17
5994,Bistro,13,14:19,859,Tuesday,1,6,45
5995,Izakaya Underbelly,11,11:15,675,Friday,4,3,22
5996,Lemongrass,6,9:43,583,Monday,0,0,24
5997,Caroline's,5,10:49,649,Tuesday,1,1,17
5998,Panda Express,1,12:21,741,Wednesday,2,3,5
5999,Caroline's,5,9:10,550,Saturday,5,0,11
6000,Caroline's,5,10:20,620,Thursday,3,2,18
6001,Seed + Sprout,8,11:48,708,Sunday,6,5,29
6002,Izakaya Underbelly,11,17:04,1024,Monday,0,1,15
6003,Santorini,7,7:13,433,Sunday,6,1,12
6004,Curry Up Now,2,20:30,1230,Monday,0,2,8
6005,Curry Up Now,2,20:23,1223,Thursday,3,2,8
6006,Sixty-Four North,9,12:16,736,Monday,0,4,21
6007,Sixty-Four North,9,12:22,742,Saturday,5,5,21
6008,Bistro,13,18:58,1138,Thursday,3,3,28
6009,Curry Up Now,2,21:23,1283,Tuesday,1,3,9
6010,Bistro,13,13:49,829,Sunday,6,1,17
6011,Sixty-Four North,9,12:06,726,Monday,0,4,24
6012,Burger King,0,12:16,736,Monday,0,3,9
6013,Seed + Sprout,8,11:19,679,Sunday,6,3,21
6014,Izakaya Underbelly,11,17:31,1051,Saturday,5,2,16
6015,Roots,12,11:55,715,Saturday,5,4,22
6016,Izakaya Underbelly,11,16:48,1008,Saturday,5,2,17
6017,Bistro,13,13:59,839,Monday,0,3,22
6018,Roots,12,10:54,654,Monday,0,1,23
6019,Canyon Vista,14,17:51,1071,Wednesday,2,3,19
6020,Sixty-Four North,9,12:13,733,Wednesday,2,4,21
6021,Croutons,3,13:55,835,Monday,0,3,24
6022,Seed + Sprout,8,12:16,736,Friday,4,3,23
6023,Taco Villa,4,9:26,566,Thursday,3,0,7
6024,Caroline's,5,8:38,518,Saturday,5,0,18
6025,Lemongrass,6,10:42,642,Tuesday,1,3,25
6026,Seed + Sprout,8,11:53,713,Saturday,5,4,33
6027,Sixty-Four North,9,14:01,841,Wednesday,2,2,18
6028,Izakaya Underbelly,11,15:54,954,Saturday,5,3,15
6029,Canyon Vista,14,19:38,1178,Friday,4,4,28
6030,Blue Pepper,10,19:07,1147,Friday,4,3,21
6031,Curry Up Now,2,18:25,1105,Tuesday,1,2,6
6032,Bistro,13,11:13,673,Thursday,3,1,17
6033,Sixty-Four North,9,14:57,897,Tuesday,1,3,20
6034,Seed + Sprout,8,14:50,890,Sunday,6,2,19
6035,Canyon Vista,14,10:26,626,Saturday,5,1,6
6036,Bistro,13,18:40,1120,Wednesday,2,3,31
6037,Roots,12,19:56,1196,Monday,0,2,23
6038,Canyon Vista,14,7:10,430,Friday,4,2,21
6039,Roots,12,18:15,1095,Thursday,3,2,27
6040,Blue Pepper,10,14:54,894,Saturday,5,2,16
6041,Bistro,13,13:26,806,Tuesday,1,3,30
6042,Roots,12,14:43,883,Friday,4,4,27
6043,Panda Express,1,16:50,1010,Sunday,6,1,4
6044,Curry Up Now,2,11:59,719,Tuesday,1,3,12
6045,Canyon Vista,14,17:33,1053,Thursday,3,1,8
6046,Lemongrass,6,14:33,873,Wednesday,2,4,36
6047,Taco Villa,4,17:38,1058,Friday,4,0,8
6048,Canyon Vista,14,20:35,1235,Friday,4,3,19
6049,Bistro,13,12:31,751,Thursday,3,5,36
6050,Lemongrass,6,15:50,950,Saturday,5,2,25
6051,Canyon Vista,14,16:13,973,Friday,4,2,20
6052,Caroline's,5,11:46,706,Tuesday,1,5,26
6053,Bistro,13,17:25,1045,Saturday,5,2,21
6054,Blue Pepper,10,16:44,1004,Saturday,5,2,13
6055,Izakaya Underbelly,11,12:37,757,Monday,0,5,27
6056,Croutons,3,10:10,610,Saturday,5,2,12
6057,Bistro,13,11:15,675,Monday,0,2,22
6058,Seed + Sprout,8,8:07,487,Wednesday,2,2,16
6059,Lemongrass,6,15:27,927,Tuesday,1,4,36
6060,Bistro,13,16:19,979,Friday,4,2,22
6061,Bistro,13,13:12,792,Tuesday,1,7,39
6062,Santorini,7,16:07,967,Monday,0,3,17
6063,Bistro,13,15:04,904,Wednesday,2,3,21
6064,Panda Express,1,11:47,707,Sunday,6,3,6
6065,Burger King,0,17:53,1073,Saturday,5,3,10
6066,Curry Up Now,2,21:05,1265,Wednesday,2,1,6
6067,Roots,12,11:32,692,Monday,0,3,27
6068,Lemongrass,6,18:09,1089,Wednesday,2,5,27
6069,Bistro,13,13:38,818,Sunday,6,1,19
6070,Blue Pepper,10,11:10,670,Thursday,3,1,14
6071,Lemongrass,6,18:25,1105,Saturday,5,2,14
6072,Santorini,7,13:43,823,Monday,0,1,11
6073,Bistro,13,15:27,927,Tuesday,1,2,24
6074,Santorini,7,12:09,729,Friday,4,4,21
6075,Curry Up Now,2,18:32,1112,Sunday,6,3,9
6076,Panda Express,1,10:50,650,Saturday,5,3,4
6077,Santorini,7,15:09,909,Monday,0,2,16
6078,Taco Villa,4,17:43,1063,Monday,0,1,8
6079,Roots,12,14:10,850,Saturday,5,2,22
6080,Taco Villa,4,17:01,1021,Saturday,5,1,7
6081,Santorini,7,13:57,837,Monday,0,0,11
6082,Seed + Sprout,8,18:43,1123,Wednesday,2,4,27
6083,Panda Express,1,12:41,761,Tuesday,1,5,7
6084,Curry Up Now,2,12:38,758,Friday,4,4,11
6085,Taco Villa,4,10:07,607,Friday,4,1,4
6086,Izakaya Underbelly,11,13:17,797,Thursday,3,5,32
6087,Izakaya Underbelly,11,12:32,752,Thursday,3,5,36
6088,Lemongrass,6,18:14,1094,Wednesday,2,1,26
6089,Sixty-Four North,9,11:13,673,Tuesday,1,1,12
6090,Seed + Sprout,8,15:34,934,Saturday,5,2,21
6091,Bistro,13,14:30,870,Sunday,6,2,22
6092,Panda Express,1,11:31,691,Tuesday,1,3,6
6093,Roots,12,14:47,887,Sunday,6,2,20
6094,Caroline's,5,14:46,886,Tuesday,1,0,23
6095,Panda Express,1,12:18,738,Friday,4,3,5
6096,Lemongrass,6,10:35,635,Monday,0,3,31
6097,Bistro,13,15:55,955,Tuesday,1,1,25
6098,Curry Up Now,2,12:38,758,Tuesday,1,4,11
6099,Caroline's,5,10:22,622,Monday,0,4,21
6100,Bistro,13,11:07,667,Wednesday,2,1,18
6101,Panda Express,1,14:45,885,Tuesday,1,1,5
6102,Seed + Sprout,8,16:08,968,Friday,4,2,22
6103,Bistro,13,13:43,823,Wednesday,2,1,20
6104,Croutons,3,14:24,864,Sunday,6,1,7
6105,Bistro,13,14:12,852,Thursday,3,2,23
6106,Santorini,7,16:08,968,Sunday,6,0,3
6107,Bistro,13,11:29,689,Wednesday,2,5,36
6108,Taco Villa,4,19:29,1169,Wednesday,2,3,16
6109,Izakaya Underbelly,11,18:27,1107,Sunday,6,2,16
6110,Caroline's,5,14:35,875,Monday,0,1,13
6111,Croutons,3,13:56,836,Tuesday,1,4,22
6112,Bistro,13,15:52,952,Saturday,5,4,25
6113,Lemongrass,6,10:30,630,Thursday,3,1,22
6114,Caroline's,5,9:43,583,Saturday,5,0,12
6115,Seed + Sprout,8,9:17,557,Thursday,3,0,19
6116,Blue Pepper,10,19:12,1152,Thursday,3,1,15
6117,Canyon Vista,14,10:16,616,Tuesday,1,2,13
6118,Caroline's,5,13:29,809,Saturday,5,4,23
6119,Roots,12,18:56,1136,Saturday,5,4,23
6120,Blue Pepper,10,13:22,802,Sunday,6,5,35
6121,Burger King,0,19:11,1151,Thursday,3,2,4
6122,Canyon Vista,14,16:41,1001,Tuesday,1,2,15
6123,Curry Up Now,2,12:07,727,Thursday,3,4,13
6124,Roots,12,11:57,717,Wednesday,2,6,32
6125,Caroline's,5,13:08,788,Saturday,5,4,17
6126,Canyon Vista,14,17:28,1048,Saturday,5,3,21
6127,Taco Villa,4,19:47,1187,Thursday,3,2,18
6128,Santorini,7,7:51,471,Thursday,3,3,19
6129,Seed + Sprout,8,18:57,1137,Thursday,3,3,24
6130,Izakaya Underbelly,11,12:00,720,Sunday,6,5,20
6131,Seed + Sprout,8,17:38,1058,Sunday,6,2,19
6132,Bistro,13,13:49,829,Sunday,6,3,24
6133,Burger King,0,14:34,874,Tuesday,1,2,8
6134,Bistro,13,13:24,804,Saturday,5,4,26
6135,Caroline's,5,9:48,588,Saturday,5,0,16
6136,Croutons,3,11:39,699,Monday,0,5,27
6137,Lemongrass,6,11:51,711,Sunday,6,5,39
6138,Blue Pepper,10,13:31,811,Thursday,3,1,14
6139,Blue Pepper,10,14:18,858,Thursday,3,3,23
6140,Taco Villa,4,9:37,577,Friday,4,2,16
6141,Curry Up Now,2,20:18,1218,Sunday,6,2,8
6142,Taco Villa,4,12:20,740,Monday,0,4,20
6143,Croutons,3,10:04,604,Monday,0,3,24
6144,Seed + Sprout,8,11:13,673,Tuesday,1,1,11
6145,Roots,12,10:38,638,Thursday,3,0,21
6146,Roots,12,11:38,698,Thursday,3,5,29
6147,Seed + Sprout,8,16:29,989,Saturday,5,3,23
6148,Curry Up Now,2,13:38,818,Tuesday,1,1,5
6149,Curry Up Now,2,20:26,1226,Thursday,3,1,6
6150,Seed + Sprout,8,17:46,1066,Sunday,6,1,10
6151,Burger King,0,10:47,647,Tuesday,1,2,9
6152,Bistro,13,11:09,669,Wednesday,2,1,20
6153,Taco Villa,4,19:05,1145,Saturday,5,3,11
6154,Canyon Vista,14,8:13,493,Tuesday,1,1,10
6155,Seed + Sprout,8,15:51,951,Monday,0,1,19
6156,Izakaya Underbelly,11,13:47,827,Monday,0,1,20
6157,Croutons,3,10:42,642,Thursday,3,1,14
6158,Lemongrass,6,12:21,741,Wednesday,2,3,36
6159,Izakaya Underbelly,11,16:57,1017,Tuesday,1,2,22
6160,Burger King,0,12:31,751,Monday,0,5,11
6161,Croutons,3,11:31,691,Sunday,6,4,22
6162,Caroline's,5,13:13,793,Wednesday,2,6,29
6163,Blue Pepper,10,11:54,714,Wednesday,2,3,19
6164,Croutons,3,13:03,783,Tuesday,1,3,21
6165,Roots,12,14:11,851,Sunday,6,1,19
6166,Taco Villa,4,17:53,1073,Friday,4,1,16
6167,Caroline's,5,9:04,544,Tuesday,1,2,14
6168,Curry Up Now,2,11:27,687,Saturday,5,1,5
6169,Curry Up Now,2,15:42,942,Saturday,5,3,8
6170,Caroline's,5,8:53,533,Saturday,5,3,13
6171,Panda Express,1,11:35,695,Thursday,3,4,5
6172,Panda Express,1,14:28,868,Monday,0,2,4
6173,Panda Express,1,13:58,838,Friday,4,1,2
6174,Taco Villa,4,14:05,845,Tuesday,1,0,2
6175,Blue Pepper,10,13:21,801,Tuesday,1,2,18
6176,Panda Express,1,14:35,875,Monday,0,0,3
6177,Seed + Sprout,8,13:05,785,Wednesday,2,6,41
6178,Croutons,3,14:23,863,Monday,0,1,14
6179,Panda Express,1,12:55,775,Monday,0,4,5
6180,Curry Up Now,2,18:22,1102,Friday,4,2,9
6181,Izakaya Underbelly,11,14:09,849,Thursday,3,1,18
6182,Lemongrass,6,10:06,606,Wednesday,2,2,32
6183,Caroline's,5,8:49,529,Sunday,6,1,15
6184,Blue Pepper,10,14:43,883,Tuesday,1,2,24
6185,Seed + Sprout,8,9:15,555,Sunday,6,1,16
6186,Bistro,13,15:50,950,Monday,0,2,22
6187,Roots,12,10:45,645,Wednesday,2,2,27
6188,Burger King,0,20:00,1200,Saturday,5,2,8
6189,Taco Villa,4,13:04,784,Saturday,5,3,14
6190,Canyon Vista,14,19:29,1169,Saturday,5,4,24
6191,Lemongrass,6,12:35,755,Sunday,6,4,31
6192,Sixty-Four North,9,14:31,871,Wednesday,2,3,17
6193,Blue Pepper,10,12:12,732,Wednesday,2,5,36
6194,Sixty-Four North,9,11:23,683,Thursday,3,3,20
6195,Roots,12,9:34,574,Sunday,6,1,19
6196,Panda Express,1,9:22,562,Wednesday,2,1,3
6197,Blue Pepper,10,18:14,1094,Thursday,3,3,27
6198,Bistro,13,18:31,1111,Tuesday,1,2,25
6199,Taco Villa,4,10:33,633,Saturday,5,0,4
6200,Curry Up Now,2,20:22,1222,Friday,4,1,10
6201,Blue Pepper,10,14:49,889,Monday,0,4,29
6202,Lemongrass,6,9:40,580,Thursday,3,2,23
6203,Seed + Sprout,8,12:35,755,Monday,0,4,34
6204,Blue Pepper,10,10:00,600,Tuesday,1,0,12
6205,Burger King,0,20:42,1242,Monday,0,3,12
6206,Seed + Sprout,8,14:04,844,Friday,4,2,23
6207,Sixty-Four North,9,14:13,853,Saturday,5,3,15
6208,Curry Up Now,2,19:47,1187,Friday,4,1,7
6209,Sixty-Four North,9,13:50,830,Friday,4,4,21
6210,Panda Express,1,11:00,660,Thursday,3,2,3
6211,Canyon Vista,14,20:30,1230,Saturday,5,2,13
